"('date', '')","('open', 'BLD')","('high', 'BLD')","('low', 'BLD')","('close', 'BLD')","('volume', 'BLD')"
2024-02-06 00:00:00+00:00,370.30999755859375,372.5299987792969,367.5899963378906,372.5199890136719,122200
2024-02-07 00:00:00+00:00,377.20001220703125,382.2799987792969,373.739990234375,379.25,253700
2024-02-08 00:00:00+00:00,379.9700012207031,391.7300109863281,379.17999267578125,390.9200134277344,217800
2024-02-09 00:00:00+00:00,391.54998779296875,395.3949890136719,387.2699890136719,391.5400085449219,145500
2024-02-12 00:00:00+00:00,395.6199951171875,403.3399963378906,393.5,399.82000732421875,170100
2024-02-13 00:00:00+00:00,377.8299865722656,389.6300048828125,373.5299987792969,384.4700012207031,198200
2024-02-14 00:00:00+00:00,390.7900085449219,393.0150146484375,382.0400085449219,391.4599914550781,261900
2024-02-15 00:00:00+00:00,394.6400146484375,395.69000244140625,387.0,395.54998779296875,224100
2024-02-16 00:00:00+00:00,390.989990234375,395.42999267578125,386.5799865722656,386.8599853515625,214900
2024-02-20 00:00:00+00:00,380.3699951171875,383.94000244140625,374.4150085449219,383.69000244140625,254800
2024-02-21 00:00:00+00:00,385.2300109863281,388.1000061035156,378.239990234375,382.07000732421875,223800
2024-02-22 00:00:00+00:00,389.8299865722656,405.20001220703125,389.70001220703125,404.9800109863281,308700
2024-02-23 00:00:00+00:00,406.5,414.1099853515625,405.5400085449219,411.3399963378906,281700
2024-02-26 00:00:00+00:00,411.29998779296875,413.7900085449219,406.5899963378906,409.4200134277344,286800
2024-02-27 00:00:00+00:00,413.6600036621094,414.3299865722656,402.4700012207031,413.1499938964844,295300
2024-02-28 00:00:00+00:00,383.510009765625,400.8800048828125,383.510009765625,391.5299987792969,601800
2024-02-29 00:00:00+00:00,393.8599853515625,402.6780090332031,392.364990234375,402.3800048828125,344700
2024-03-01 00:00:00+00:00,396.8999938964844,411.4200134277344,396.1700134277344,410.6099853515625,378600
2024-03-04 00:00:00+00:00,414.94000244140625,416.75,403.8399963378906,404.3599853515625,279500
2024-03-05 00:00:00+00:00,404.75,412.82000732421875,399.17999267578125,401.8299865722656,310900
2024-03-06 00:00:00+00:00,406.2099914550781,412.0899963378906,404.67999267578125,411.7300109863281,209200
2024-03-07 00:00:00+00:00,416.55999755859375,421.75,416.17999267578125,417.9200134277344,335300
2024-03-08 00:00:00+00:00,420.6600036621094,421.6199951171875,406.8800048828125,407.25,275600
2024-03-11 00:00:00+00:00,406.7099914550781,406.7099914550781,394.635009765625,399.7200012207031,257900
2024-03-12 00:00:00+00:00,399.8699951171875,408.44000244140625,397.32000732421875,405.7900085449219,193200
2024-03-13 00:00:00+00:00,407.29998779296875,414.4200134277344,407.29998779296875,411.5,178400
2024-03-14 00:00:00+00:00,413.2300109863281,414.5199890136719,402.04998779296875,408.9599914550781,364500
2024-03-15 00:00:00+00:00,406.0199890136719,412.8399963378906,403.989990234375,409.79998779296875,642800
2024-03-18 00:00:00+00:00,413.0400085449219,415.9599914550781,406.2799987792969,407.5,248200
2024-03-19 00:00:00+00:00,408.07000732421875,415.3500061035156,406.3500061035156,411.0,289800
2024-03-20 00:00:00+00:00,410.0,426.17999267578125,409.2650146484375,424.3800048828125,329800
2024-03-21 00:00:00+00:00,431.05999755859375,441.3900146484375,430.05499267578125,439.1199951171875,265300
2024-03-22 00:00:00+00:00,438.7699890136719,440.0,432.3299865722656,435.6000061035156,184800
2024-03-25 00:00:00+00:00,433.8900146484375,441.19000244140625,433.8900146484375,435.3999938964844,233300
2024-03-26 00:00:00+00:00,435.6600036621094,439.5199890136719,432.3299865722656,432.6099853515625,148600
2024-03-27 00:00:00+00:00,436.3900146484375,438.489990234375,432.3299865722656,438.4700012207031,131000
2024-03-28 00:00:00+00:00,438.20001220703125,443.07000732421875,437.0899963378906,440.7300109863281,164600
2024-04-01 00:00:00+00:00,442.92999267578125,447.2049865722656,436.3999938964844,438.3500061035156,223200
2024-04-02 00:00:00+00:00,427.42999267578125,435.7799987792969,422.5799865722656,433.1600036621094,243900
2024-04-03 00:00:00+00:00,430.29998779296875,443.0400085449219,425.989990234375,441.7799987792969,245600
2024-04-04 00:00:00+00:00,448.5,450.0,434.4150085449219,435.8800048828125,214200
2024-04-05 00:00:00+00:00,437.6600036621094,447.5400085449219,437.44000244140625,446.9100036621094,190900
2024-04-08 00:00:00+00:00,449.0,452.8699951171875,437.5,437.5199890136719,217400
2024-04-09 00:00:00+00:00,440.1499938964844,440.1499938964844,424.239990234375,434.2699890136719,180500
2024-04-10 00:00:00+00:00,413.54998779296875,426.1199951171875,411.54998779296875,419.6000061035156,214700
2024-04-11 00:00:00+00:00,422.3500061035156,423.6199951171875,418.32000732421875,421.45001220703125,215900
2024-04-12 00:00:00+00:00,417.70001220703125,422.1099853515625,413.57000732421875,418.0,224200
2024-04-15 00:00:00+00:00,420.1000061035156,425.2200012207031,409.3399963378906,411.0400085449219,179900
2024-04-16 00:00:00+00:00,403.45001220703125,404.3500061035156,382.8800048828125,400.0,612900
2024-04-17 00:00:00+00:00,403.3399963378906,403.3399963378906,386.989990234375,388.739990234375,411700
2024-04-18 00:00:00+00:00,395.2699890136719,400.9150085449219,388.5799865722656,389.80999755859375,354200
2024-04-19 00:00:00+00:00,389.4200134277344,394.94000244140625,380.385009765625,384.32000732421875,284200
2024-04-22 00:00:00+00:00,388.8800048828125,388.8800048828125,378.0050048828125,384.6600036621094,266900
2024-04-23 00:00:00+00:00,384.6600036621094,396.8999938964844,375.3299865722656,395.1300048828125,454500
2024-04-24 00:00:00+00:00,397.9599914550781,404.822998046875,385.69000244140625,388.2699890136719,254900
2024-04-25 00:00:00+00:00,376.8699951171875,394.3800048828125,372.510009765625,391.25,239000
2024-04-26 00:00:00+00:00,398.04998779296875,409.4150085449219,397.3999938964844,407.0799865722656,236600
2024-04-29 00:00:00+00:00,409.95001220703125,415.16900634765625,408.2699890136719,414.1400146484375,206900
2024-04-30 00:00:00+00:00,410.70001220703125,412.70001220703125,404.6400146484375,404.6700134277344,232300
2024-05-01 00:00:00+00:00,406.2300109863281,423.3399963378906,402.0,408.0400085449219,230100
2024-05-02 00:00:00+00:00,410.3399963378906,413.6000061035156,401.5710144042969,408.8800048828125,266400
2024-05-03 00:00:00+00:00,420.05999755859375,425.6199951171875,401.7799987792969,402.5199890136719,793100
2024-05-06 00:00:00+00:00,408.8999938964844,417.57000732421875,407.3399963378906,417.57000732421875,514900
2024-05-07 00:00:00+00:00,410.0,413.9200134277344,394.82501220703125,396.6000061035156,634300
2024-05-08 00:00:00+00:00,394.57000732421875,401.95001220703125,392.3500061035156,396.75,399900
2024-05-09 00:00:00+00:00,398.010009765625,409.0060119628906,396.0199890136719,408.67999267578125,265900
2024-05-10 00:00:00+00:00,409.239990234375,415.67999267578125,408.5400085449219,414.42999267578125,262400
2024-05-13 00:00:00+00:00,415.1400146484375,417.5299987792969,409.3550109863281,409.6600036621094,334400
2024-05-14 00:00:00+00:00,411.4100036621094,424.2449951171875,411.4100036621094,419.95001220703125,320800
2024-05-15 00:00:00+00:00,428.989990234375,436.2900085449219,425.42999267578125,429.5,306100
2024-05-16 00:00:00+00:00,427.8699951171875,427.8699951171875,405.8999938964844,405.94000244140625,367200
2024-05-17 00:00:00+00:00,406.44000244140625,407.8599853515625,401.29998779296875,404.0400085449219,200100
2024-05-20 00:00:00+00:00,403.8299865722656,410.17999267578125,402.5150146484375,405.1099853515625,215100
2024-05-21 00:00:00+00:00,403.79998779296875,408.4700012207031,397.70001220703125,407.6300048828125,259900
2024-05-22 00:00:00+00:00,405.0,410.45001220703125,399.7099914550781,402.2300109863281,292700
2024-05-23 00:00:00+00:00,406.4100036621094,406.4100036621094,398.29998779296875,401.5199890136719,183700
2024-05-24 00:00:00+00:00,404.75,410.2900085449219,402.5799865722656,409.5799865722656,149400
2024-05-28 00:00:00+00:00,409.9700012207031,414.25,402.2300109863281,403.0400085449219,236600
2024-05-29 00:00:00+00:00,398.7900085449219,405.0,396.67999267578125,399.3999938964844,211000
2024-05-30 00:00:00+00:00,402.5,415.04998779296875,397.4200134277344,413.30999755859375,228400
2024-05-31 00:00:00+00:00,415.80999755859375,420.32000732421875,409.760009765625,417.95001220703125,262300
2024-06-03 00:00:00+00:00,418.0,418.0,405.4700012207031,407.6300048828125,216500
2024-06-04 00:00:00+00:00,407.0,409.0450134277344,397.79998779296875,399.3999938964844,422900
2024-06-05 00:00:00+00:00,401.3800048828125,415.1400146484375,400.260009765625,413.70001220703125,272100
2024-06-06 00:00:00+00:00,412.3999938964844,418.0,408.0400085449219,410.19000244140625,324400
2024-06-07 00:00:00+00:00,401.2300109863281,405.135009765625,396.5799865722656,402.0899963378906,262300
2024-06-10 00:00:00+00:00,396.7099914550781,404.80999755859375,396.7099914550781,403.0400085449219,223900
2024-06-11 00:00:00+00:00,399.75,399.75,393.239990234375,394.3800048828125,329700
2024-06-12 00:00:00+00:00,412.79998779296875,426.7850036621094,411.82000732421875,419.6099853515625,319900
2024-06-13 00:00:00+00:00,417.510009765625,423.9599914550781,412.32000732421875,422.7099914550781,272600
2024-06-14 00:00:00+00:00,414.5199890136719,417.4800109863281,407.17498779296875,414.3900146484375,260600
2024-06-17 00:00:00+00:00,413.3500061035156,418.2799987792969,409.57000732421875,414.17999267578125,211100
2024-06-18 00:00:00+00:00,414.010009765625,414.79998779296875,407.510009765625,411.2900085449219,279500
2024-06-20 00:00:00+00:00,406.3500061035156,412.82000732421875,388.1000061035156,388.17999267578125,566100
2024-06-21 00:00:00+00:00,388.2900085449219,388.92999267578125,381.4100036621094,388.3800048828125,602800
2024-06-24 00:00:00+00:00,388.7900085449219,397.260009765625,386.6700134277344,391.489990234375,258800
2024-06-25 00:00:00+00:00,383.6600036621094,388.4700012207031,373.135009765625,379.45001220703125,458600
2024-06-26 00:00:00+00:00,378.54998779296875,383.4100036621094,377.0,381.3699951171875,282000
2024-06-27 00:00:00+00:00,380.4599914550781,384.19000244140625,378.67999267578125,381.45001220703125,303500
2024-06-28 00:00:00+00:00,382.45001220703125,387.4200134277344,381.80999755859375,385.2699890136719,475800
2024-07-01 00:00:00+00:00,387.1300048828125,388.0400085449219,374.0199890136719,379.8599853515625,319700
2024-07-02 00:00:00+00:00,378.2900085449219,379.3699951171875,372.5799865722656,373.82000732421875,333600
2024-07-03 00:00:00+00:00,373.3800048828125,386.1000061035156,372.45001220703125,379.19000244140625,203900
2024-07-05 00:00:00+00:00,379.19000244140625,382.6400146484375,373.0899963378906,376.8599853515625,253000
2024-07-08 00:00:00+00:00,380.8599853515625,387.29998779296875,380.8599853515625,385.5299987792969,406900
2024-07-09 00:00:00+00:00,383.17999267578125,391.3999938964844,379.55999755859375,380.29998779296875,338200
2024-07-10 00:00:00+00:00,383.67999267578125,390.1099853515625,380.739990234375,389.32000732421875,277700
2024-07-11 00:00:00+00:00,405.32000732421875,430.0299987792969,403.739990234375,423.3999938964844,517300
2024-07-12 00:00:00+00:00,426.80999755859375,443.0350036621094,426.80999755859375,431.9100036621094,475900
2024-07-15 00:00:00+00:00,436.3800048828125,443.1000061035156,434.5,438.0,281800
2024-07-16 00:00:00+00:00,442.6600036621094,467.760009765625,442.6600036621094,465.4800109863281,302000
2024-07-17 00:00:00+00:00,463.8500061035156,463.8500061035156,442.3699951171875,442.8699951171875,310400
2024-07-18 00:00:00+00:00,446.57000732421875,470.92999267578125,444.05999755859375,448.8299865722656,311200
2024-07-19 00:00:00+00:00,447.0,453.0799865722656,442.3900146484375,447.75,165800
2024-07-22 00:00:00+00:00,454.57000732421875,460.79998779296875,441.2699890136719,456.4599914550781,165700
2024-07-23 00:00:00+00:00,451.8800048828125,458.3349914550781,447.6600036621094,453.8699951171875,244600
2024-07-24 00:00:00+00:00,445.6600036621094,454.8800048828125,435.7900085449219,436.80999755859375,181700
2024-07-25 00:00:00+00:00,440.9200134277344,453.760009765625,436.9700012207031,445.1000061035156,240800
2024-07-26 00:00:00+00:00,455.45001220703125,469.3900146484375,448.1300048828125,466.5199890136719,333900
2024-07-29 00:00:00+00:00,469.760009765625,477.5899963378906,465.8699951171875,473.7799987792969,221200
2024-07-30 00:00:00+00:00,474.9700012207031,483.1199951171875,468.5,479.0899963378906,297400
2024-07-31 00:00:00+00:00,484.3599853515625,495.67999267578125,471.2699890136719,478.5400085449219,281300
2024-08-01 00:00:00+00:00,481.3800048828125,486.3399963378906,445.79998779296875,453.2200012207031,400100
2024-08-02 00:00:00+00:00,433.19000244140625,436.989990234375,423.3599853515625,435.79998779296875,199900
2024-08-05 00:00:00+00:00,400.2099914550781,435.2900085449219,394.5199890136719,425.2699890136719,468300
2024-08-06 00:00:00+00:00,379.30999755859375,402.9700012207031,374.510009765625,395.010009765625,1070900
2024-08-07 00:00:00+00:00,394.9599914550781,402.82000732421875,359.4700012207031,365.5,755200
2024-08-08 00:00:00+00:00,372.3299865722656,376.82000732421875,366.8999938964844,373.6499938964844,406700
2024-08-09 00:00:00+00:00,374.8699951171875,379.3699951171875,370.3789978027344,372.7200012207031,238200
2024-08-12 00:00:00+00:00,372.6000061035156,379.20001220703125,369.1400146484375,374.05999755859375,294800
2024-08-13 00:00:00+00:00,380.30999755859375,382.8299865722656,371.3999938964844,378.5199890136719,431800
2024-08-14 00:00:00+00:00,382.92999267578125,383.2200012207031,369.1499938964844,370.1499938964844,320000
2024-08-15 00:00:00+00:00,379.45001220703125,382.5,374.3699951171875,377.75,323600
2024-08-16 00:00:00+00:00,375.4800109863281,380.6099853515625,371.1700134277344,372.1199951171875,262800
2024-08-19 00:00:00+00:00,374.5400085449219,383.3399963378906,373.20001220703125,381.1199951171875,247300
2024-08-20 00:00:00+00:00,382.1099853515625,383.7200012207031,374.0400085449219,377.0199890136719,219400
2024-08-21 00:00:00+00:00,381.4100036621094,391.56500244140625,380.1059875488281,390.29998779296875,240500
2024-08-22 00:00:00+00:00,389.260009765625,392.6199951171875,383.3900146484375,384.54998779296875,165600
2024-08-23 00:00:00+00:00,388.82000732421875,412.510009765625,386.4100036621094,410.6600036621094,285400
2024-08-26 00:00:00+00:00,413.1499938964844,414.0799865722656,399.95001220703125,400.5899963378906,242300
2024-08-27 00:00:00+00:00,395.6499938964844,395.6499938964844,386.739990234375,391.80999755859375,199100
2024-08-28 00:00:00+00:00,387.8999938964844,396.489990234375,387.8999938964844,391.6000061035156,266000
2024-08-29 00:00:00+00:00,395.989990234375,400.18499755859375,389.6199951171875,391.45001220703125,259200
2024-08-30 00:00:00+00:00,396.1400146484375,398.54998779296875,383.6400146484375,393.0199890136719,195900
2024-09-03 00:00:00+00:00,390.6499938964844,393.07000732421875,369.5050048828125,371.3800048828125,305400
2024-09-04 00:00:00+00:00,368.0199890136719,372.9599914550781,362.760009765625,369.2300109863281,367700
2024-09-05 00:00:00+00:00,369.0,369.7200012207031,361.29998779296875,364.0199890136719,275200
2024-09-06 00:00:00+00:00,365.44000244140625,372.1700134277344,359.19500732421875,360.3999938964844,363800
2024-09-09 00:00:00+00:00,360.69000244140625,366.94000244140625,356.6600036621094,360.42999267578125,269800
2024-09-10 00:00:00+00:00,362.8399963378906,363.45001220703125,355.4599914550781,362.1499938964844,184900
2024-09-11 00:00:00+00:00,358.8399963378906,366.0199890136719,350.8599853515625,364.82000732421875,213100
2024-09-12 00:00:00+00:00,367.739990234375,373.18499755859375,364.5400085449219,369.9200134277344,174600
2024-09-13 00:00:00+00:00,375.4599914550781,387.5299987792969,375.010009765625,386.489990234375,257300
2024-09-16 00:00:00+00:00,388.3999938964844,393.30999755859375,382.1199951171875,392.0199890136719,327400
2024-09-17 00:00:00+00:00,398.5899963378906,404.70001220703125,395.19500732421875,402.7799987792969,316000
2024-09-18 00:00:00+00:00,405.0,410.760009765625,396.0429992675781,398.05999755859375,568600
2024-09-19 00:00:00+00:00,411.44000244140625,419.8699951171875,405.19000244140625,419.82000732421875,421100
2024-09-20 00:00:00+00:00,414.82000732421875,416.3599853515625,403.739990234375,406.1000061035156,847400
2024-09-23 00:00:00+00:00,411.04998779296875,416.9599914550781,404.635009765625,407.1600036621094,246900
2024-09-24 00:00:00+00:00,407.760009765625,409.2749938964844,398.45001220703125,405.8299865722656,272600
2024-09-25 00:00:00+00:00,403.4599914550781,406.6400146484375,397.4100036621094,398.0400085449219,268400
2024-09-26 00:00:00+00:00,405.9700012207031,406.9150085449219,398.7749938964844,400.8599853515625,178300
2024-09-27 00:00:00+00:00,405.67999267578125,414.5899963378906,403.0,409.3299865722656,180400
2024-09-30 00:00:00+00:00,405.2699890136719,409.1000061035156,399.3399963378906,406.80999755859375,157500
2024-10-01 00:00:00+00:00,407.30999755859375,408.95001220703125,396.5400085449219,406.92999267578125,160000
2024-10-02 00:00:00+00:00,403.0,406.5559997558594,394.3699951171875,402.9800109863281,185600
2024-10-03 00:00:00+00:00,400.2799987792969,401.10198974609375,393.93499755859375,398.7799987792969,163900
2024-10-04 00:00:00+00:00,402.5,402.5,380.17999267578125,385.8500061035156,289900
2024-10-07 00:00:00+00:00,380.989990234375,386.07000732421875,375.25,384.1000061035156,289200
2024-10-08 00:00:00+00:00,387.5199890136719,391.8299865722656,379.7799987792969,386.6499938964844,173500
2024-10-09 00:00:00+00:00,386.3399963378906,393.6099853515625,384.4100036621094,392.42999267578125,220300
2024-10-10 00:00:00+00:00,384.510009765625,388.2900085449219,380.2799987792969,385.55999755859375,184800
2024-10-11 00:00:00+00:00,386.05999755859375,390.49700927734375,384.3299865722656,386.989990234375,190800
2024-10-14 00:00:00+00:00,387.6499938964844,402.5950012207031,387.6499938964844,401.1199951171875,169600
2024-10-15 00:00:00+00:00,402.1600036621094,408.5299987792969,398.82000732421875,399.1499938964844,172600
2024-10-16 00:00:00+00:00,403.8599853515625,409.9549865722656,402.45098876953125,408.5899963378906,162100
2024-10-17 00:00:00+00:00,410.4800109863281,410.4800109863281,402.6199951171875,409.2200012207031,180500
2024-10-18 00:00:00+00:00,412.1700134277344,417.7900085449219,411.0,414.7699890136719,228800
2024-10-21 00:00:00+00:00,411.0799865722656,415.385009765625,389.1000061035156,392.5899963378906,279400
2024-10-22 00:00:00+00:00,387.7699890136719,387.7699890136719,377.0,378.69000244140625,215000
2024-10-23 00:00:00+00:00,378.2699890136719,380.6400146484375,367.3699951171875,370.8599853515625,202200
2024-10-24 00:00:00+00:00,374.4599914550781,377.6199951171875,368.4700012207031,371.7699890136719,188300
2024-10-25 00:00:00+00:00,374.54998779296875,377.739990234375,366.44000244140625,367.1600036621094,326600
2024-10-28 00:00:00+00:00,372.04998779296875,380.92999267578125,367.55999755859375,370.54998779296875,363800
2024-10-29 00:00:00+00:00,349.8999938964844,356.239990234375,342.2099914550781,356.1199951171875,580500
2024-10-30 00:00:00+00:00,354.0,366.1300048828125,352.6499938964844,355.9700012207031,269100
2024-10-31 00:00:00+00:00,353.0299987792969,357.8699951171875,349.7049865722656,353.3800048828125,190700
2024-11-01 00:00:00+00:00,358.3800048828125,362.0,352.6499938964844,353.7300109863281,207500
2024-11-04 00:00:00+00:00,356.3999938964844,366.8900146484375,356.3999938964844,362.1300048828125,362600
2024-11-05 00:00:00+00:00,361.6400146484375,387.3800048828125,361.4800109863281,377.7099914550781,756200
2024-11-06 00:00:00+00:00,375.3299865722656,380.239990234375,351.7099914550781,371.1700134277344,603200
2024-11-07 00:00:00+00:00,371.0,379.32000732421875,368.4599914550781,372.54998779296875,281400
2024-11-08 00:00:00+00:00,370.7699890136719,373.9700012207031,367.1000061035156,368.8900146484375,191600
2024-11-11 00:00:00+00:00,373.8299865722656,376.92999267578125,368.57000732421875,370.4100036621094,248800
2024-11-12 00:00:00+00:00,362.95001220703125,369.6099853515625,359.30999755859375,360.0,221100
2024-11-13 00:00:00+00:00,366.25,368.739990234375,358.2799987792969,359.25,275700
2024-11-14 00:00:00+00:00,359.54998779296875,370.0320129394531,359.54998779296875,363.2200012207031,234900
2024-11-15 00:00:00+00:00,360.6499938964844,362.4100036621094,345.45001220703125,347.0400085449219,405200
2024-11-18 00:00:00+00:00,345.2099914550781,354.489990234375,344.7699890136719,350.8500061035156,260000
2024-11-19 00:00:00+00:00,348.510009765625,351.5,342.75,350.1000061035156,223600
2024-11-20 00:00:00+00:00,348.8699951171875,353.9800109863281,345.7799987792969,351.1000061035156,341000
2024-11-21 00:00:00+00:00,352.75,367.9800109863281,350.0400085449219,361.25,239900
2024-11-22 00:00:00+00:00,365.44000244140625,373.2900085449219,363.2699890136719,373.04998779296875,368700
2024-11-25 00:00:00+00:00,383.1199951171875,409.989990234375,382.3299865722656,406.6499938964844,593800
2024-11-26 00:00:00+00:00,400.5,400.5,383.4800109863281,387.95001220703125,377100
2024-11-27 00:00:00+00:00,391.0,395.8500061035156,385.9849853515625,390.0,191400
2024-11-29 00:00:00+00:00,396.67999267578125,398.3800048828125,387.95001220703125,390.6400146484375,129700
2024-12-02 00:00:00+00:00,389.0400085449219,394.385009765625,381.82000732421875,389.4100036621094,277900
2024-12-03 00:00:00+00:00,390.30999755859375,394.0199890136719,386.05999755859375,392.69000244140625,180200
2024-12-04 00:00:00+00:00,390.5899963378906,393.1000061035156,380.2900085449219,386.1000061035156,311000
2024-12-05 00:00:00+00:00,386.04998779296875,387.4200134277344,373.25,374.1099853515625,290500
2024-12-06 00:00:00+00:00,382.68499755859375,383.79998779296875,372.010009765625,375.92999267578125,234200
2024-12-09 00:00:00+00:00,376.69000244140625,380.6199951171875,373.25,380.0,294000
2024-12-10 00:00:00+00:00,375.1400146484375,379.0799865722656,364.4049987792969,366.6400146484375,258400
2024-12-11 00:00:00+00:00,373.1400146484375,373.3349914550781,365.4800109863281,366.3399963378906,223500
2024-12-12 00:00:00+00:00,365.4100036621094,366.44000244140625,356.07000732421875,357.1600036621094,227300
2024-12-13 00:00:00+00:00,351.31500244140625,351.6199951171875,340.1300048828125,344.2699890136719,267800
2024-12-16 00:00:00+00:00,340.0,345.04998779296875,335.2799987792969,339.9599914550781,391200
2024-12-17 00:00:00+00:00,338.70001220703125,339.2099914550781,331.2200012207031,338.2900085449219,374200
2024-12-18 00:00:00+00:00,339.260009765625,339.260009765625,317.739990234375,318.5299987792969,640700
2024-12-19 00:00:00+00:00,314.6400146484375,319.7900085449219,305.7900085449219,308.9599914550781,506300
2024-12-20 00:00:00+00:00,310.0199890136719,316.05999755859375,308.0899963378906,310.2799987792969,919700
2024-12-23 00:00:00+00:00,308.95001220703125,313.94000244140625,304.20001220703125,311.8399963378906,323500
2024-12-24 00:00:00+00:00,310.1400146484375,313.7799987792969,308.07000732421875,312.44000244140625,153900
2024-12-26 00:00:00+00:00,309.25,314.635009765625,307.510009765625,313.79998779296875,200300
2024-12-27 00:00:00+00:00,310.0,313.55499267578125,307.1499938964844,310.6700134277344,219800
2024-12-30 00:00:00+00:00,310.8999938964844,313.3900146484375,302.70001220703125,310.9100036621094,289000
2024-12-31 00:00:00+00:00,310.9100036621094,315.4599914550781,309.79998779296875,311.3399963378906,186900
2025-01-02 00:00:00+00:00,315.3699951171875,317.9549865722656,308.2699890136719,310.29998779296875,224700
2025-01-03 00:00:00+00:00,313.8500061035156,316.8699951171875,309.3299865722656,316.5199890136719,169400
2025-01-06 00:00:00+00:00,320.1300048828125,325.3699951171875,318.67999267578125,319.7099914550781,304800
2025-01-07 00:00:00+00:00,320.260009765625,321.3949890136719,312.9119873046875,315.5400085449219,257100
2025-01-08 00:00:00+00:00,312.510009765625,319.9200134277344,306.0,319.5,287200
2025-01-10 00:00:00+00:00,310.7900085449219,316.6099853515625,310.31500244140625,313.45001220703125,222600
2025-01-13 00:00:00+00:00,311.739990234375,316.9800109863281,311.7300109863281,315.20001220703125,225800
2025-01-14 00:00:00+00:00,325.25,334.67999267578125,323.5,332.9700012207031,376400
2025-01-15 00:00:00+00:00,349.6499938964844,352.17999267578125,340.6000061035156,343.7200012207031,321200
2025-01-16 00:00:00+00:00,341.3599853515625,346.3399963378906,339.1199951171875,345.8599853515625,208900
2025-01-17 00:00:00+00:00,349.8599853515625,351.31500244140625,345.17999267578125,346.17999267578125,210700
2025-01-21 00:00:00+00:00,348.2099914550781,356.8399963378906,348.2099914550781,350.7900085449219,212700
2025-01-22 00:00:00+00:00,349.760009765625,355.552001953125,348.760009765625,354.0799865722656,238400
2025-01-23 00:00:00+00:00,351.6199951171875,356.635009765625,347.7200012207031,354.82000732421875,219400
2025-01-24 00:00:00+00:00,353.8599853515625,354.4700012207031,349.80999755859375,353.19000244140625,218400
2025-01-27 00:00:00+00:00,353.1700134277344,365.5799865722656,351.2699890136719,352.5199890136719,291000
2025-01-28 00:00:00+00:00,352.2799987792969,352.8550109863281,340.8299865722656,341.1600036621094,238100
2025-01-29 00:00:00+00:00,341.3900146484375,346.489990234375,336.75,341.0,321300
2025-01-30 00:00:00+00:00,343.25,354.93499755859375,338.42999267578125,352.260009765625,369500
2025-01-31 00:00:00+00:00,348.6099853515625,351.45001220703125,341.92999267578125,342.67999267578125,256600
2025-02-03 00:00:00+00:00,333.489990234375,338.3999938964844,327.45001220703125,328.7900085449219,280700
2025-02-04 00:00:00+00:00,328.6000061035156,336.4100036621094,328.08099365234375,333.1000061035156,238800
2025-02-05 00:00:00+00:00,336.44000244140625,340.8689880371094,334.07000732421875,337.8599853515625,259500
